"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000104872",2.10976869898881e-12,0.299313377861161,0.897,0.709,3.96235659357089e-08,"5","ENSG00000104872"
"ENSG000001032751",2.3486341251206e-12,0.288229482421366,0.983,0.939,4.41096975038901e-08,"5","ENSG00000103275"
"ENSG000001593351",2.73857265730013e-12,0.28107879852312,1,0.992,5.14331330767537e-08,"5","ENSG00000159335"
"ENSG00000087191",2.91438200449284e-12,0.291965913088352,0.971,0.838,5.473500842638e-08,"5","ENSG00000087191"
"ENSG00000096746",3.17120809675432e-12,0.291974281213625,0.914,0.709,5.95584592651428e-08,"5","ENSG00000096746"
"ENSG00000172354",3.48667587316661e-12,0.258106942025367,1,0.92,6.54832595739421e-08,"5","ENSG00000172354"
"ENSG00000196262",3.58065084232364e-12,0.286024419691957,1,0.992,6.72482034696804e-08,"5","ENSG00000196262"
"ENSG000001123781",3.64737033843037e-12,0.428699723911149,0.851,0.663,6.85012623260609e-08,"5","ENSG00000112378"
"ENSG000001262611",4.04812751749347e-12,0.29137012753819,0.891,0.772,7.60278829060449e-08,"5","ENSG00000126261"
"ENSG000001696891",4.52211226950797e-12,0.307024892005828,0.977,0.912,8.49297905336292e-08,"5","ENSG00000169689"
"ENSG000001099711",5.93874859746215e-12,0.405345763636348,1,0.977,1.11535637408937e-07,"5","ENSG00000109971"
"ENSG000001302041",6.6502137861696e-12,0.289796571568107,0.96,0.882,1.24897665118051e-07,"5","ENSG00000130204"
"ENSG00000163041",7.5002145626385e-12,0.274354232171197,1,0.992,1.40861529700914e-07,"5","ENSG00000163041"
"ENSG00000103342",8.02170194795798e-12,0.288782561826546,0.971,0.844,1.50655584284599e-07,"5","ENSG00000103342"
"ENSG00000053372",8.68018037946404e-12,0.273119934343448,0.937,0.762,1.63022467706714e-07,"5","ENSG00000053372"
"ENSG00000137409",8.81786725400562e-12,0.259548790790685,0.96,0.837,1.6560836489748e-07,"5","ENSG00000137409"
"ENSG00000168439",1.46274440830641e-11,0.284989770983217,0.897,0.695,2.74718027324028e-07,"5","ENSG00000168439"
"ENSG000001000281",1.65656482955506e-11,0.279889672548849,0.971,0.916,3.11119440638736e-07,"5","ENSG00000100028"
"ENSG000001467311",1.71302611101278e-11,0.320798801013974,0.994,0.941,3.21723433909311e-07,"5","ENSG00000146731"
"ENSG000001004731",2.30091533333393e-11,0.281145226867833,0.886,0.648,4.32134908753445e-07,"5","ENSG00000100473"
"ENSG000001155411",2.32326035867724e-11,0.259542243449694,1,0.989,4.36331527963173e-07,"5","ENSG00000115541"
"ENSG00000204388",2.41611020195706e-11,0.292626262014708,0.891,0.702,4.53769657029556e-07,"5","ENSG00000204388"
"ENSG000001174101",2.7469745509584e-11,0.308622349722368,1,0.976,5.15909290415497e-07,"5","ENSG00000117410"
"ENSG00000130770",2.75863717567726e-11,0.31634850813801,1,0.974,5.18099647963945e-07,"5","ENSG00000130770"
"ENSG00000131508",3.05743948679538e-11,0.272303235628447,0.977,0.896,5.7421771001504e-07,"5","ENSG00000131508"
"ENSG00000120438",3.18586785868891e-11,0.264431990047076,0.96,0.805,5.98337842540364e-07,"5","ENSG00000120438"
"ENSG00000176101",3.53031486038632e-11,0.266543109229375,0.971,0.862,6.63028433929155e-07,"5","ENSG00000176101"
"ENSG000001121101",3.7879120730109e-11,0.271694925060132,0.869,0.699,7.11407766432177e-07,"5","ENSG00000112110"
"ENSG00000169756",3.92562759374093e-11,0.268952128754267,0.851,0.607,7.37272118380483e-07,"5","ENSG00000169756"
"ENSG00000106244",4.07204360176215e-11,0.264575228616817,1,0.926,7.6477050884695e-07,"5","ENSG00000106244"
"ENSG00000149089",4.60930192344999e-11,0.261050086443789,0.926,0.745,8.65672994243142e-07,"5","ENSG00000149089"
"ENSG000001377101",4.88587154361553e-11,0.350610868606663,0.943,0.752,9.17615534606434e-07,"5","ENSG00000137710"
